x,y,B02,B03,B04,B05,B06,B07,B08,B09,B11,B12,Label
108,63,625,797,1292,2172,2379,2556,2187,2221,2779,2584,tanaman
60,64,325,544,427,1040,2458,2836,2832,3049,1717,946,tanaman
61,64,350,531,387,1040,2458,2836,2743,3049,1717,946,tanaman
62,64,332,494,437,1056,2196,2563,2585,3049,1691,975,tanaman
63,64,386,576,495,1056,2196,2563,2519,3049,1691,975,tanaman
64,64,418,657,604,1291,2126,2454,2718,3049,2057,1398,tanaman
65,64,498,767,794,1291,2126,2454,2585,3049,2057,1398,tanaman
66,64,597,877,1020,1483,2248,2490,2651,2677,2443,1737,tanaman
67,64,629,954,1186,1483,2248,2490,2566,2677,2443,1737,tanaman
77,64,651,909,1162,1468,1932,2184,2172,2692,2417,1753,tanaman
78,64,770,1108,1464,1749,2081,2255,2343,2532,2858,2168,tanaman
79,64,826,1190,1510,1749,2081,2255,2423,2532,2858,2168,tanaman
80,64,787,1138,1458,1743,2105,2264,2347,2532,2845,2185,tanaman
81,64,766,1074,1426,1743,2105,2264,2388,2532,2845,2185,tanaman
82,64,780,1040,1342,1713,2097,2295,2437,2532,2904,2200,tanaman
83,64,709,1021,1400,1713,2097,2295,2344,2532,2904,2200,tanaman
92,64,480,721,808,1188,1991,2121,1941,2286,1886,1232,tanaman
93,64,379,683,556,1188,1991,2121,2811,2286,1886,1232,tanaman
94,64,364,705,559,1214,2498,2924,3045,2286,1719,998,tanaman
95,64,379,684,584,1214,2498,2924,2451,2286,1719,998,tanaman
96,64,375,730,569,1189,2055,2438,2714,2276,1444,853,tanaman
106,64,536,768,911,1303,1922,2099,2149,2276,2203,1815,tanaman
107,64,447,729,790,1303,1922,2099,2432,2276,2203,1815,tanaman
108,64,558,865,916,1589,2263,2352,2635,2221,2524,2176,tanaman
60,65,346,531,465,1040,2458,2836,2724,3049,1717,946,tanaman
61,65,381,609,502,1040,2458,2836,2676,3049,1717,946,tanaman
62,65,372,568,492,1056,2196,2563,2449,3049,1691,975,tanaman
63,65,330,514,372,1056,2196,2563,2081,3049,1691,975,tanaman
64,65,311,540,405,1291,2126,2454,2411,3049,2057,1398,tanaman
65,65,314,557,440,1291,2126,2454,2599,3049,2057,1398,tanaman
66,65,377,581,562,1483,2248,2490,2967,2677,2443,1737,tanaman
67,65,457,785,774,1483,2248,2490,3140,2677,2443,1737,tanaman
77,65,430,655,816,1468,1932,2184,1853,2692,2417,1753,tanaman
78,65,575,825,1074,1749,2081,2255,1980,2532,2858,2168,tanaman
79,65,747,1026,1318,1749,2081,2255,2266,2532,2858,2168,tanaman
80,65,807,1082,1440,1743,2105,2264,2218,2532,2845,2185,tanaman
81,65,783,1108,1478,1743,2105,2264,2247,2532,2845,2185,tanaman
82,65,785,1090,1388,1713,2097,2295,2454,2532,2904,2200,tanaman
83,65,663,1001,1210,1713,2097,2295,2451,2532,2904,2200,tanaman
84,65,776,1076,1384,1823,2069,2212,2564,2397,3008,2282,tanaman
93,65,448,722,731,1188,1991,2121,2535,2286,1886,1232,tanaman
94,65,379,698,556,1214,2498,2924,2976,2286,1719,998,tanaman
95,65,364,669,567,1214,2498,2924,2690,2286,1719,998,tanaman
96,65,361,636,487,1189,2055,2438,2415,2276,1444,853,tanaman
107,65,443,769,902,1303,1922,2099,2102,2276,2203,1815,tanaman
108,65,391,726,673,1589,2263,2352,2668,2221,2524,2176,tanaman
64,66,297,431,378,881,2064,2529,2460,3115,1579,912,tanaman
65,66,324,524,420,881,2064,2529,2702,3115,1579,912,tanaman
66,66,348,593,466,1158,2640,3042,3174,2601,2012,1217,tanaman
67,66,351,597,481,1158,2640,3042,3303,2601,2012,1217,tanaman
77,66,424,670,792,1074,1666,1840,1869,2577,2031,1455,tanaman
78,66,578,763,828,1424,1886,2093,1869,2341,2309,1754,tanaman
79,66,551,802,956,1424,1886,2093,2220,2341,2309,1754,tanaman
80,66,591,949,1154,1664,2003,2222,2248,2341,2729,2065,tanaman
81,66,713,1094,1408,1664,2003,2222,2255,2341,2729,2065,tanaman
82,66,758,1098,1444,1732,2139,2306,2329,2341,2819,2128,tanaman
83,66,683,960,1268,1732,2139,2306,2318,2341,2819,2128,tanaman
84,66,633,915,1134,1669,2051,2255,2368,2423,2651,1976,tanaman
94,66,381,704,594,1097,2243,2581,2511,2309,1583,938,tanaman
95,66,339,640,487,1097,2243,2581,2776,2309,1583,938,tanaman
96,66,354,611,491,924,1416,1707,1979,2438,1080,596,tanaman
108,66,597,860,1104,1310,2143,2472,2485,2320,2205,1649,tanaman
77,67,415,664,741,1074,1666,1840,1813,2577,2031,1455,tanaman
78,67,430,724,741,1424,1886,2093,1900,2341,2309,1754,tanaman
79,67,451,684,758,1424,1886,2093,2214,2341,2309,1754,tanaman
80,67,560,792,1002,1664,2003,2222,2444,2341,2729,2065,tanaman
81,67,719,987,1346,1664,2003,2222,2452,2341,2729,2065,tanaman
82,67,675,974,1288,1732,2139,2306,2314,2341,2819,2128,tanaman
83,67,570,904,1158,1732,2139,2306,2026,2341,2819,2128,tanaman
84,67,498,755,850,1669,2051,2255,1930,2423,2651,1976,tanaman
95,67,288,502,413,1097,2243,2581,2360,2309,1583,938,tanaman
96,67,351,575,491,924,1416,1707,2071,2438,1080,596,tanaman
108,67,639,922,1114,1310,2143,2472,2505,2320,2205,1649,tanaman
109,67,474,719,713,1310,2143,2472,2452,2320,2205,1649,tanaman
77,68,417,630,767,1108,1680,1865,1788,2577,1996,1407,tanaman
78,68,422,635,788,1275,1899,2018,1858,2341,2119,1495,tanaman
79,68,504,751,868,1275,1899,2018,2122,2341,2119,1495,tanaman
80,68,769,1024,1242,1606,2210,2442,2835,2341,2634,1860,tanaman
81,68,689,1030,1234,1606,2210,2442,2553,2341,2634,1860,tanaman
82,68,539,857,974,1479,1879,2077,2200,2341,2450,1828,tanaman
83,68,536,797,951,1479,1879,2077,1949,2341,2450,1828,tanaman
84,68,432,626,708,1077,1718,1943,1695,2423,1900,1281,tanaman
96,68,322,572,424,840,1719,1966,2612,2438,1051,583,tanaman
97,68,338,581,471,840,1719,1966,2274,2438,1051,583,tanaman
98,68,339,574,450,805,1744,1938,2320,2438,962,528,tanaman
99,68,270,506,372,805,1744,1938,2061,2438,962,528,tanaman
100,68,290,621,312,937,1793,2117,2930,2438,1434,927,tanaman
109,68,402,691,719,1286,2026,2427,2427,2320,2116,1547,tanaman
77,69,524,786,968,1108,1680,1865,2008,2577,1996,1407,tanaman
78,69,492,731,858,1275,1899,2018,1924,2341,2119,1495,tanaman
79,69,646,912,1072,1275,1899,2018,2216,2341,2119,1495,tanaman
80,69,873,1186,1514,1606,2210,2442,2884,2341,2634,1860,tanaman
81,69,733,1034,1274,1606,2210,2442,2495,2341,2634,1860,tanaman
82,69,508,778,979,1479,1879,2077,1974,2341,2450,1828,tanaman
83,69,529,741,925,1479,1879,2077,1944,2341,2450,1828,tanaman
84,69,318,496,559,1077,1718,1943,1409,2423,1900,1281,tanaman
98,69,295,549,361,805,1744,1938,3018,2438,962,528,tanaman
99,69,252,543,320,805,1744,1938,2907,2438,962,528,tanaman
100,69,290,637,289,937,1793,2117,3134,2438,1434,927,tanaman
101,69,268,528,291,937,1793,2117,1760,2438,1434,927,tanaman
102,69,255,397,309,1178,2042,2060,1333,2252,1734,1512,tanaman
103,69,265,499,399,1178,2042,2060,2192,2252,1734,1512,tanaman
77,70,709,984,1376,1379,1807,2070,2460,2577,2346,1630,tanaman
78,70,678,941,1250,1599,2058,2303,2404,2341,2560,1833,tanaman
79,70,724,1018,1238,1599,2058,2303,2438,2341,2560,1833,tanaman
80,70,775,1144,1444,1678,2177,2508,2612,2341,2649,1916,tanaman
81,70,668,998,1152,1678,2177,2508,2302,2341,2649,1916,tanaman
82,70,490,735,969,1233,1607,1827,1852,2341,2210,1640,tanaman
99,70,234,455,277,854,2118,2678,2653,2438,1462,747,tanaman
100,70,279,584,303,894,2088,2194,2963,2438,1335,628,tanaman
101,70,280,525,310,894,2088,2194,2221,2438,1335,628,tanaman
102,70,246,427,290,808,1948,2432,1963,2252,1409,809,tanaman
103,70,295,572,352,808,1948,2432,2907,2252,1409,809,tanaman
104,70,296,549,384,1004,2288,2681,3022,2252,1790,1065,tanaman
105,70,312,580,419,1004,2288,2681,3283,2252,1790,1065,tanaman
106,70,292,572,432,979,2069,2348,2945,2252,1850,1129,tanaman
77,71,616,952,1158,1379,1807,2070,2147,2577,2346,1630,tanaman
78,71,688,1054,1300,1599,2058,2303,2438,2341,2560,1833,tanaman
79,71,729,1024,1284,1599,2058,2303,2566,2341,2560,1833,tanaman
100,71,236,501,304,894,2088,2194,2565,2438,1335,628,tanaman
101,71,255,554,320,894,2088,2194,3060,2438,1335,628,tanaman
102,71,237,444,268,808,1948,2432,2710,2252,1409,809,tanaman
103,71,294,548,333,808,1948,2432,3237,2252,1409,809,tanaman
104,71,320,574,435,1004,2288,2681,2877,2252,1790,1065,tanaman
105,71,356,603,547,1004,2288,2681,2312,2252,1790,1065,tanaman
106,71,320,549,461,979,2069,2348,2145,2252,1850,1129,tanaman
107,71,236,484,340,979,2069,2348,2278,2252,1850,1129,tanaman
108,71,309,546,520,1187,1940,2116,2576,2320,2122,1433,tanaman
109,71,408,665,800,1187,1940,2116,2392,2320,2122,1433,tanaman
90,72,926,1270,1256,1217,1837,2161,2280,2172,2325,1941,tanah
91,72,346,579,872,1217,1837,2161,1806,2172,2325,1941,tanah
92,72,458,685,868,1184,1596,1874,1898,2172,2343,1988,tanah
93,72,483,714,937,1184,1596,1874,1862,2172,2343,1988,tanah
94,72,478,659,1012,1299,1582,1803,1672,2172,2331,2143,tanah
95,72,458,667,1046,1299,1582,1803,1736,2172,2331,2143,tanah
96,72,481,683,947,1113,1620,1907,1702,2124,2149,1809,tanah
97,72,515,715,952,1113,1620,1907,1768,2124,2149,1809,tanah
98,72,504,717,932,980,1751,1882,1825,2124,1884,1379,tanah
99,72,352,468,569,980,1751,1882,1659,2124,1884,1379,tanah
101,72,271,512,361,814,2093,2365,2333,2124,1487,862,tanaman
102,72,226,413,276,795,2172,2590,2237,2365,1535,807,tanaman
103,72,255,522,339,795,2172,2590,2805,2365,1535,807,tanaman
104,72,379,565,485,955,2111,2505,2745,2365,1588,887,tanaman
105,72,368,589,568,955,2111,2505,1943,2365,1588,887,tanaman
106,72,307,505,469,800,1702,2054,1554,2365,1374,815,tanaman
107,72,226,372,300,800,1702,2054,1772,2365,1374,815,tanaman
108,72,252,469,325,987,2048,2552,2742,2272,1838,1151,tanaman
109,72,346,612,568,987,2048,2552,3138,2272,1838,1151,tanaman
110,72,473,727,867,1294,1822,2169,2503,2272,2410,1678,tanaman
111,72,535,775,1002,1294,1822,2169,2042,2272,2410,1678,tanaman
91,73,427,657,907,1217,1837,2161,1732,2172,2325,1941,tanah
92,73,514,698,1007,1184,1596,1874,1747,2172,2343,1988,tanah
93,73,487,684,825,1184,1596,1874,1782,2172,2343,1988,tanah
94,73,427,616,808,1299,1582,1803,1656,2172,2331,2143,tanah
95,73,408,650,902,1299,1582,1803,1908,2172,2331,2143,tanah
96,73,423,648,902,1113,1620,1907,2120,2124,2149,1809,tanah
97,73,473,655,894,1113,1620,1907,2198,2124,2149,1809,tanah
98,73,532,755,932,980,1751,1882,1900,2124,1884,1379,tanah
99,73,487,667,857,980,1751,1882,1754,2124,1884,1379,tanah
102,73,425,478,562,795,2172,2590,1809,2365,1535,807,tanaman
103,73,356,617,549,795,2172,2590,2140,2365,1535,807,tanaman
104,73,569,751,615,955,2111,2505,2298,2365,1588,887,tanaman
105,73,504,714,802,955,2111,2505,1985,2365,1588,887,tanaman
106,73,316,503,448,800,1702,2054,1726,2365,1374,815,tanaman
107,73,238,382,302,800,1702,2054,1378,2365,1374,815,tanaman
108,73,217,360,290,987,2048,2552,1932,2272,1838,1151,tanaman
109,73,295,535,399,987,2048,2552,3022,2272,1838,1151,tanaman
110,73,468,741,827,1294,1822,2169,3017,2272,2410,1678,tanaman
111,73,573,844,1102,1294,1822,2169,2099,2272,2410,1678,tanaman
112,73,628,944,1238,1354,1987,2261,2166,2272,2456,1708,tanaman
103,74,603,784,927,1101,1662,1953,1737,2365,1910,1540,tanaman
104,74,788,877,978,1095,1627,1844,1794,2365,1710,1320,tanaman
105,74,642,947,1052,1095,1627,1844,1722,2365,1710,1320,tanaman
106,74,374,564,429,748,1365,1622,1913,2365,1279,802,tanaman
107,74,310,466,462,748,1365,1622,1652,2365,1279,802,tanaman
108,74,256,406,347,789,1872,2214,1461,2272,1547,916,tanaman
109,74,264,459,412,789,1872,2214,2305,2272,1547,916,tanaman
110,74,407,676,730,1316,2212,2551,2976,2272,2420,1660,tanaman
111,74,586,857,1072,1316,2212,2551,2557,2272,2420,1660,tanaman
112,74,691,1014,1350,1638,1966,2232,2343,2272,2741,2052,tanaman
89,75,650,980,1066,1390,1767,1819,2388,2149,2388,2121,tanah
90,75,476,716,862,1258,1768,1915,2356,2172,2403,2144,tanah
91,75,630,804,973,1258,1768,1915,1966,2172,2403,2144,tanah
104,75,528,670,990,1095,1627,1844,1422,2365,1710,1320,tanaman
105,75,551,741,936,1095,1627,1844,1544,2365,1710,1320,tanah
106,75,477,653,683,748,1365,1622,1676,2365,1279,802,tanaman
107,75,487,728,733,748,1365,1622,1620,2365,1279,802,tanaman
108,75,487,692,669,789,1872,2214,1686,2272,1547,916,tanaman
109,75,403,554,612,789,1872,2214,1759,2272,1547,916,tanaman
110,75,294,504,424,1316,2212,2551,2566,2272,2420,1660,tanaman
111,75,388,716,705,1316,2212,2551,3356,2272,2420,1660,tanaman
112,75,608,948,1182,1638,1966,2232,2974,2272,2741,2052,tanaman
113,75,696,974,1294,1638,1966,2232,2285,2272,2741,2052,tanaman
89,76,594,852,1040,1367,1794,2095,2226,2149,2405,2061,tanah
